Species	metabolites	activity	Ref. #	KEGG_ID	STRING_name_compact	Score	Stringdb	taxon_id	MolecularWeight	LogP	HBD	HBA
Elizabethkingia anophelis	D-Xylose (Xylose)	Consumption (import) (-)	480	C00181	Elizabethkingia anophelis	100	v12	1338011	150.13	-2.5823	4.0	5.0
Elizabethkingia anophelis	Erythritol	Consumption (import) (-)	480	C00503	Elizabethkingia anophelis	100	v12	1338011	122.12	-2.3071999999999995	4.0	4.0
Elizabethkingia anophelis	Galactitol (Dulcitol)	Consumption (import) (-)	480	C01697	Elizabethkingia anophelis	100	v12	1338011	182.17200000000005	-3.5853999999999986	6.0	6.0
Elizabethkingia anophelis	Inositol (myo-Inositol, Inositol 1-phosphate, Myo-inositol phosphate)	Consumption (import) (-)	480	C00137	Elizabethkingia anophelis	100	v12	1338011	180.156	-3.834600000000001	6.0	6.0
Elizabethkingia anophelis	Malonate	Consumption (import) (-)	480	C00383	Elizabethkingia anophelis	100	v12	1338011	104.06099999999998	-0.4543	2.0	2.0
Elizabethkingia anophelis	Melibiose	Consumption (import) (-)	480	C05402	Elizabethkingia anophelis	100	v12	1338011	342.297	-5.397199999999993	8.0	11.0
Elizabethkingia anophelis	Raffinose	Consumption (import) (-)	480	C00492	Elizabethkingia anophelis	100	v12	1338011	504.43800000000016	-7.571399999999989	11.0	16.0
Elizabethkingia meningoseptica	Cellobiose	Consumption (import) (-)	481	C00185	Elizabethkingia meningoseptica	100	v12	238	342.2970000000001	-5.397199999999993	8.0	11.0
Elizabethkingia meningoseptica	D-Arabinose (L-Arabinose, Arabinose, L-Arabinopyranose, L-Arabinofuranose)	Consumption (import) (-)	481	C00216	Elizabethkingia meningoseptica	100	v12	238	150.13	-2.5823	4.0	5.0
Elizabethkingia meningoseptica	D-Xylose (Xylose)	Consumption (import) (-)	481	C00181	Elizabethkingia meningoseptica	100	v12	238	150.13	-2.5823	4.0	5.0
Elizabethkingia meningoseptica	Raffinose	Consumption (import) (-)	481	C00492	Elizabethkingia meningoseptica	100	v12	238	504.43800000000016	-7.571399999999989	11.0	16.0
Elizabethkingia meningoseptica	Sucrose	Consumption (import) (-)	481	C00089	Elizabethkingia meningoseptica	100	v12	238	342.297	-5.395599999999992	8.0	11.0
Emticicia oligotrophica	Erythritol	Consumption (import) (-)	483	C00503	Emticicia oligotrophica	100	v12	929562	122.12	-2.3071999999999995	4.0	4.0
Emticicia oligotrophica	L-Tyrosine (Tyrosine)	Consumption (import) (-)	483	C00082	Emticicia oligotrophica	100	v12	929562	181.191	0.3465999999999998	3.0	3.0
Emticicia oligotrophica	Xylitol	Consumption (import) (-)	483	C00379	Emticicia oligotrophica	100	v12	929562	152.14600000000002	-2.9462999999999995	5.0	5.0
Enterococcus caccae	D-Arabinose (L-Arabinose, Arabinose, L-Arabinopyranose, L-Arabinofuranose)	Consumption (import) (-)	484	C00216	Enterococcus caccae	100	v12	317735	150.13	-2.5823	4.0	5.0
Enterococcus caccae	D-Mannitol (Mannitol)	Consumption (import) (-)	484	C00392	Enterococcus caccae	100	v12	317735	182.17200000000005	-3.5853999999999986	6.0	6.0
Enterococcus caccae	D-Sorbitol (D-Glucitol, Sorbitol, Glucitol, L-Sorbitol, Sorbitol)	Consumption (import) (-)	484	C00794	Enterococcus caccae	100	v12	317735	182.17200000000005	-3.5853999999999986	6.0	6.0
Enterococcus caccae	Hippurate	Consumption (import) (-)	484	C01586	Enterococcus caccae	100	v12	317735	179.17499999999998	0.5009999999999999	2.0	2.0
Enterococcus caccae	L-Arginine (Arginine)	Consumption (import) (-)	484	C00062	Enterococcus caccae	100	v12	317735	174.204	-1.338429999999999	5.0	3.0
Enterococcus caccae	L-Sorbose (Sorbose)	Consumption (import) (-)	484	C00247	Enterococcus caccae	100	v12	317735	180.156	-3.2198	5.0	6.0
Enterococcus caccae	Lactose	Consumption (import) (-)	484	C00243	Enterococcus caccae	100	v12	317735	342.2970000000001	-5.397199999999993	8.0	11.0
Enterococcus caccae	Melibiose	Consumption (import) (-)	484	C05402	Enterococcus caccae	100	v12	317735	342.297	-5.397199999999993	8.0	11.0
Enterococcus caccae	Raffinose	Consumption (import) (-)	484	C00492	Enterococcus caccae	100	v12	317735	504.43800000000016	-7.571399999999989	11.0	16.0
Enterococcus haemoperoxidus	D-Gluconate (D-Gluconic acid, Gluconate)	Consumption (import) (-)	485	C00257	Enterococcus haemoperoxidus	100	v12	155618	196.155	-3.493099999999999	6.0	6.0
Enterococcus haemoperoxidus	D-Sorbitol (D-Glucitol, Sorbitol, Glucitol, L-Sorbitol, Sorbitol)	Consumption (import) (-)	485	C00794	Enterococcus haemoperoxidus	100	v12	155618	182.17200000000005	-3.5853999999999986	6.0	6.0
Enterococcus haemoperoxidus	Erythritol	Consumption (import) (-)	485	C00503	Enterococcus haemoperoxidus	100	v12	155618	122.12	-2.3071999999999995	4.0	4.0
Enterococcus haemoperoxidus	Inositol (myo-Inositol, Inositol 1-phosphate, Myo-inositol phosphate)	Consumption (import) (-)	485	C00137	Enterococcus haemoperoxidus	100	v12	155618	180.156	-3.834600000000001	6.0	6.0
Enterococcus haemoperoxidus	L-Rhamnose (Rhamnose, D-Rhamnose)	Consumption (import) (-)	485	C00507	Enterococcus haemoperoxidus	100	v12	155618	164.15699999999998	-2.1938	4.0	5.0
Enterococcus haemoperoxidus	Melibiose	Consumption (import) (-)	485	C05402	Enterococcus haemoperoxidus	100	v12	155618	342.297	-5.397199999999993	8.0	11.0
Enterococcus haemoperoxidus	Xylitol	Consumption (import) (-)	485	C00379	Enterococcus haemoperoxidus	100	v12	155618	152.14600000000002	-2.9462999999999995	5.0	5.0
Enterococcus phoeniculicola	D-Galactose	Consumption (import) (-)	486	C00124	Enterococcus phoeniculicola	100	v12	154621	180.156	-3.2214	5.0	6.0
Enterococcus phoeniculicola	Melibiose	Consumption (import) (-)	486	C05402	Enterococcus phoeniculicola	100	v12	154621	342.297	-5.397199999999993	8.0	11.0
Enterococcus phoeniculicola	Raffinose	Consumption (import) (-)	486	C00492	Enterococcus phoeniculicola	100	v12	154621	504.43800000000016	-7.571399999999989	11.0	16.0
Enterococcus phoeniculicola	Succinate	Consumption (import) (-)	486	C00042	Enterococcus phoeniculicola	100	v12	154621	118.08799999999998	-0.0642	2.0	2.0
Enterococcus villorum	D-Arabinose (L-Arabinose, Arabinose, L-Arabinopyranose, L-Arabinofuranose)	Consumption (import) (-)	487	C00216	Enterococcus villorum	100	v12	112904	150.13	-2.5823	4.0	5.0
Enterococcus villorum	D-Gluconate (D-Gluconic acid, Gluconate)	Consumption (import) (-)	487	C00257	Enterococcus villorum	100	v12	112904	196.155	-3.493099999999999	6.0	6.0
Enterococcus villorum	D-Mannitol (Mannitol)	Consumption (import) (-)	487	C00392	Enterococcus villorum	100	v12	112904	182.17200000000005	-3.5853999999999986	6.0	6.0
Enterococcus villorum	D-Sorbitol (D-Glucitol, Sorbitol, Glucitol, L-Sorbitol, Sorbitol)	Consumption (import) (-)	487	C00794	Enterococcus villorum	100	v12	112904	182.17200000000005	-3.5853999999999986	6.0	6.0
Enterococcus villorum	D-Tagatose	Consumption (import) (-)	487	C00795	Enterococcus villorum	100	v12	112904	180.156	-3.2198	5.0	6.0
Enterococcus villorum	Erythritol	Consumption (import) (-)	487	C00503	Enterococcus villorum	100	v12	112904	122.12	-2.3071999999999995	4.0	4.0
Enterococcus villorum	Galactitol (Dulcitol)	Consumption (import) (-)	487	C01697	Enterococcus villorum	100	v12	112904	182.17200000000005	-3.5853999999999986	6.0	6.0
Enterococcus villorum	Inositol (myo-Inositol, Inositol 1-phosphate, Myo-inositol phosphate)	Consumption (import) (-)	487	C00137	Enterococcus villorum	100	v12	112904	180.156	-3.834600000000001	6.0	6.0
Enterococcus villorum	L-Fucose	Consumption (import) (-)	487	C01019	Enterococcus villorum	100	v12	112904	164.15699999999998	-2.1938	4.0	5.0
Enterococcus villorum	L-Rhamnose (Rhamnose, D-Rhamnose)	Consumption (import) (-)	487	C00507	Enterococcus villorum	100	v12	112904	164.15699999999998	-2.1938	4.0	5.0
Enterococcus villorum	L-Sorbose (Sorbose)	Consumption (import) (-)	487	C00247	Enterococcus villorum	100	v12	112904	180.156	-3.2198	5.0	6.0
Enterococcus villorum	Raffinose	Consumption (import) (-)	487	C00492	Enterococcus villorum	100	v12	112904	504.43800000000016	-7.571399999999989	11.0	16.0
Enterococcus villorum	Sucrose	Consumption (import) (-)	487	C00089	Enterococcus villorum	100	v12	112904	342.297	-5.395599999999992	8.0	11.0
Enterococcus villorum	Xylitol	Consumption (import) (-)	487	C00379	Enterococcus villorum	100	v12	112904	152.14600000000002	-2.9462999999999995	5.0	5.0
Escherichia coli	L-Glutamate (L-Glutamic acid, Glutamate, D-Glutamate)	Consumption (import) (-)	719	C00025	Escherichia coli CFT073	95	v12	199310	147.13	-0.7368999999999999	3.0	3.0
Eubacterium brachy	L-Lactate ([S]-Lactate, Lactate, D-Lactate, [R]-Lactate)	Consumption (import) (-)	489	C00186	Eubacterium brachy	100	v12	1321814	90.078	-0.5482	2.0	2.0
Eubacterium brachy	Pyruvate	Consumption (import) (-)	489	C00022	Eubacterium brachy	100	v12	1321814	88.062	-0.3400000000000001	1.0	2.0
Eubacterium plexicaudatum	D-Mannitol (Mannitol)	Consumption (import) (-)	613	C00392	Eubacterium plexicaudatum	100	v12	1235802	182.17200000000005	-3.5853999999999986	6.0	6.0
Eubacterium plexicaudatum	Erythritol	Consumption (import) (-)	613	C00503	Eubacterium plexicaudatum	100	v12	1235802	122.12	-2.3071999999999995	4.0	4.0
Eubacterium plexicaudatum	Glycerol	Consumption (import) (-)	613	C00116	Eubacterium plexicaudatum	100	v12	1235802	92.094	-1.6681	3.0	3.0
Eubacterium plexicaudatum	Inositol (myo-Inositol, Inositol 1-phosphate, Myo-inositol phosphate)	Consumption (import) (-)	613	C00137	Eubacterium plexicaudatum	100	v12	1235802	180.156	-3.834600000000001	6.0	6.0
Eubacterium plexicaudatum	L-Sorbose (Sorbose)	Consumption (import) (-)	613	C00247	Eubacterium plexicaudatum	100	v12	1235802	180.156	-3.2198	5.0	6.0
Eubacterium ramulus	D-Ribose (Ribose)	Consumption (import) (-)	424	C00121	Eubacterium ramulus	100	v12	39490	150.13	-2.5823	4.0	5.0
Eubacterium ramulus	D-Xylose (Xylose)	Consumption (import) (-)	424	C00181	Eubacterium ramulus	100	v12	39490	150.13	-2.5823	4.0	5.0
Eubacterium ramulus	Erythritol	Consumption (import) (-)	242	C00503	Eubacterium ramulus	100	v12	39490	122.12	-2.3071999999999995	4.0	4.0
Eubacterium ramulus	Glycerol	Consumption (import) (-)	424	C00116	Eubacterium ramulus	100	v12	39490	92.094	-1.6681	3.0	3.0
Eubacterium ramulus	Inositol (myo-Inositol, Inositol 1-phosphate, Myo-inositol phosphate)	Consumption (import) (-)	424	C00137	Eubacterium ramulus	100	v12	39490	180.156	-3.834600000000001	6.0	6.0
Eubacterium ramulus	L-Rhamnose (Rhamnose, D-Rhamnose)	Consumption (import) (-)	424	C00507	Eubacterium ramulus	100	v12	39490	164.15699999999998	-2.1938	4.0	5.0
Eubacterium ramulus	L-Sorbose (Sorbose)	Consumption (import) (-)	424	C00247	Eubacterium ramulus	100	v12	39490	180.156	-3.2198	5.0	6.0
Eubacterium ramulus	Trehalose	Consumption (import) (-)	424	C01083	Eubacterium ramulus	100	v12	39490	342.2970000000001	-5.397199999999993	8.0	11.0
Filifactor alocis	Cellobiose	Consumption (import) (-)	491	C00185	Filifactor alocis	100	v12	546269	342.2970000000001	-5.397199999999993	8.0	11.0
Filifactor alocis	Dextrin (Maltotriose, Maltodextrin, Maltohexaose, Maltotetraose, Maltooligosaccharide)	Consumption (import) (-)	491	C00721	Filifactor alocis	100	v12	546269	324.28200000000004	-3.9316999999999984	6.0	10.0
Filifactor alocis	Glycerol	Consumption (import) (-)	491	C00116	Filifactor alocis	100	v12	546269	92.094	-1.6681	3.0	3.0
Filifactor alocis	Inositol (myo-Inositol, Inositol 1-phosphate, Myo-inositol phosphate)	Consumption (import) (-)	491	C00137	Filifactor alocis	100	v12	546269	180.156	-3.834600000000001	6.0	6.0
Filifactor alocis	L-Rhamnose (Rhamnose, D-Rhamnose)	Consumption (import) (-)	491	C00507	Filifactor alocis	100	v12	546269	164.15699999999998	-2.1938	4.0	5.0
Filifactor alocis	Lactose	Consumption (import) (-)	491	C00243	Filifactor alocis	100	v12	546269	342.2970000000001	-5.397199999999993	8.0	11.0
Filifactor alocis	Maltose	Consumption (import) (-)	491	C00208	Filifactor alocis	100	v12	546269	342.2970000000001	-5.397199999999993	8.0	11.0
Filifactor alocis	Melibiose	Consumption (import) (-)	491	C05402	Filifactor alocis	100	v12	546269	342.297	-5.397199999999993	8.0	11.0
Filifactor alocis	Pyruvate	Consumption (import) (-)	491	C00022	Filifactor alocis	100	v12	546269	88.062	-0.3400000000000001	1.0	2.0
Filifactor alocis	Raffinose	Consumption (import) (-)	491	C00492	Filifactor alocis	100	v12	546269	504.43800000000016	-7.571399999999989	11.0	16.0
Filifactor alocis	Sucrose	Consumption (import) (-)	491	C00089	Filifactor alocis	100	v12	546269	342.297	-5.395599999999992	8.0	11.0
Filifactor alocis	Trehalose	Consumption (import) (-)	491	C01083	Filifactor alocis	100	v12	546269	342.2970000000001	-5.397199999999993	8.0	11.0
Flavobacterium branchiophilum	D-Fructose (Fructose)	Consumption (import) (-)	493	C00095	Flavobacterium branchiophilum	100	v12	1034807	180.156	-3.2198	5.0	6.0
Flavobacterium columnare	L-Tyrosine (Tyrosine)	Consumption (import) (-)	494	C00082	Flavobacterium columnare	100	v12	1041826	181.191	0.3465999999999998	3.0	3.0
Flavobacterium frigoris	Citrate	Consumption (import) (-)	658	C00158	Flavobacterium frigoris	100	v12	1086011	192.123	-1.2485	4.0	4.0
Flexithrix dorotheae	D-Mannitol (Mannitol)	Consumption (import) (-)	496	C00392	Flexithrix dorotheae	100	v12	1121904	182.17200000000005	-3.5853999999999986	6.0	6.0
Flexithrix dorotheae	D-Sorbitol (D-Glucitol, Sorbitol, Glucitol, L-Sorbitol, Sorbitol)	Consumption (import) (-)	496	C00794	Flexithrix dorotheae	100	v12	1121904	182.17200000000005	-3.5853999999999986	6.0	6.0
Flexithrix dorotheae	Glycerol	Consumption (import) (-)	496	C00116	Flexithrix dorotheae	100	v12	1121904	92.094	-1.6681	3.0	3.0
Flexithrix dorotheae	Inositol (myo-Inositol, Inositol 1-phosphate, Myo-inositol phosphate)	Consumption (import) (-)	496	C00137	Flexithrix dorotheae	100	v12	1121904	180.156	-3.834600000000001	6.0	6.0
Gemella morbillorum	Cellobiose	Consumption (import) (-)	499	C00185	Gemella morbillorum	100	v12	562982	342.2970000000001	-5.397199999999993	8.0	11.0
Gemella morbillorum	D-Fructose (Fructose)	Consumption (import) (-)	84, 499	C00095	Gemella morbillorum	100	v12	562982	180.156	-3.2198	5.0	6.0
Gemella morbillorum	D-Galactose	Consumption (import) (-)	84, 499	C00124	Gemella morbillorum	100	v12	562982	180.156	-3.2214	5.0	6.0
Gemella morbillorum	D-Gluconate (D-Gluconic acid, Gluconate)	Consumption (import) (-)	499	C00257	Gemella morbillorum	100	v12	562982	196.155	-3.493099999999999	6.0	6.0
Gemella morbillorum	L-Lactate ([S]-Lactate, Lactate, D-Lactate, [R]-Lactate)	Consumption (import) (-)	499	C00186	Gemella morbillorum	100	v12	562982	90.078	-0.5482	2.0	2.0
Gemella morbillorum	Lactose	Consumption (import) (-)	499	C00243	Gemella morbillorum	100	v12	562982	342.2970000000001	-5.397199999999993	8.0	11.0
Gemella morbillorum	Raffinose	Consumption (import) (-)	499	C00492	Gemella morbillorum	100	v12	562982	504.43800000000016	-7.571399999999989	11.0	16.0
Gemella sanguinis	D-Ribose (Ribose)	Consumption (import) (-)	500	C00121	Gemella sanguinis	100	v12	84135	150.13	-2.5823	4.0	5.0
Gemella sanguinis	D-Tagatose	Consumption (import) (-)	500	C00795	Gemella sanguinis	100	v12	84135	180.156	-3.2198	5.0	6.0
Gemella sanguinis	Lactose	Consumption (import) (-)	500	C00243	Gemella sanguinis	100	v12	84135	342.2970000000001	-5.397199999999993	8.0	11.0
Gemella sanguinis	Melibiose	Consumption (import) (-)	500	C05402	Gemella sanguinis	100	v12	84135	342.297	-5.397199999999993	8.0	11.0
Gemella sanguinis	Raffinose	Consumption (import) (-)	500	C00492	Gemella sanguinis	100	v12	84135	504.43800000000016	-7.571399999999989	11.0	16.0
Gemella sanguinis	Trehalose	Consumption (import) (-)	500	C01083	Gemella sanguinis	100	v12	84135	342.2970000000001	-5.397199999999993	8.0	11.0
Halanaerobium praevalens	Cellobiose	Consumption (import) (-)	242	C00185	Halanaerobium praevalens	100	v12	572479	342.2970000000001	-5.397199999999993	8.0	11.0
Halanaerobium praevalens	D-Galactose	Consumption (import) (-)	242	C00124	Halanaerobium praevalens	100	v12	572479	180.156	-3.2214	5.0	6.0
Halanaerobium praevalens	D-Xylose (Xylose)	Consumption (import) (-)	242	C00181	Halanaerobium praevalens	100	v12	572479	150.13	-2.5823	4.0	5.0
Halanaerobium praevalens	Glycerol	Consumption (import) (-)	242	C00116	Halanaerobium praevalens	100	v12	572479	92.094	-1.6681	3.0	3.0
Halanaerobium praevalens	Lactose	Consumption (import) (-)	242	C00243	Halanaerobium praevalens	100	v12	572479	342.2970000000001	-5.397199999999993	8.0	11.0
Halanaerobium praevalens	Pyruvate	Consumption (import) (-)	242	C00022	Halanaerobium praevalens	100	v12	572479	88.062	-0.3400000000000001	1.0	2.0
Halanaerobium praevalens	Sucrose	Consumption (import) (-)	242	C00089	Halanaerobium praevalens	100	v12	572479	342.297	-5.395599999999992	8.0	11.0
Helcococcus kunzii	D-Arabinose (L-Arabinose, Arabinose, L-Arabinopyranose, L-Arabinofuranose)	Consumption (import) (-)	660	C00216	Helcococcus kunzii	100	v12	883114	150.13	-2.5823	4.0	5.0
Helcococcus kunzii	D-Ribose (Ribose)	Consumption (import) (-)	660	C00121	Helcococcus kunzii	100	v12	883114	150.13	-2.5823	4.0	5.0
Helcococcus kunzii	D-Sorbitol (D-Glucitol, Sorbitol, Glucitol, L-Sorbitol, Sorbitol)	Consumption (import) (-)	660	C00794	Helcococcus kunzii	100	v12	883114	182.17200000000005	-3.5853999999999986	6.0	6.0
Helcococcus kunzii	L-Arginine (Arginine)	Consumption (import) (-)	660	C00062	Helcococcus kunzii	100	v12	883114	174.204	-1.338429999999999	5.0	3.0
Helcococcus kunzii	Raffinose	Consumption (import) (-)	660	C00492	Helcococcus kunzii	100	v12	883114	504.43800000000016	-7.571399999999989	11.0	16.0
Holdemanella biformis	D-Sorbitol (D-Glucitol, Sorbitol, Glucitol, L-Sorbitol, Sorbitol)	Consumption (import) (-)	506	C00794	Holdemanella biformis	100	v12	518637	182.17200000000005	-3.5853999999999986	6.0	6.0
Holdemanella biformis	Erythritol	Consumption (import) (-)	506	C00503	Holdemanella biformis	100	v12	518637	122.12	-2.3071999999999995	4.0	4.0
Holdemanella biformis	Glycerol	Consumption (import) (-)	506	C00116	Holdemanella biformis	100	v12	518637	92.094	-1.6681	3.0	3.0
Holdemanella biformis	Inositol (myo-Inositol, Inositol 1-phosphate, Myo-inositol phosphate)	Consumption (import) (-)	506	C00137	Holdemanella biformis	100	v12	518637	180.156	-3.834600000000001	6.0	6.0
Holdemanella biformis	L-Rhamnose (Rhamnose, D-Rhamnose)	Consumption (import) (-)	506	C00507	Holdemanella biformis	100	v12	518637	164.15699999999998	-2.1938	4.0	5.0
Ignavibacterium album	Fumarate	Consumption (import) (-)	507	C00122	Ignavibacterium album	100	v12	945713	116.07199999999996	-0.2881999999999998	2.0	2.0
Ignavibacterium album	Selenite	Consumption (import) (-)	507	C05684	Ignavibacterium album	100	v12	945713	126.95699999999998	-2.8776	0.0	3.0
Ignavibacterium album	Sulfate (Sulfuric acid, Sulfite)	Consumption (import) (-)	507	C00059	Ignavibacterium album	100	v12	945713	98.07899999999998	-0.6527999999999998	2.0	2.0
Ignavibacterium album	Thiosulfate	Consumption (import) (-)	507	C00320	Ignavibacterium album	100	v12	945713	113.139	-0.6638999999999999	1.0	3.0
Johnsonella ignava	Cellobiose	Consumption (import) (-)	508	C00185	Johnsonella ignava	100	v12	679200	342.2970000000001	-5.397199999999993	8.0	11.0
Johnsonella ignava	D-Arabinose (L-Arabinose, Arabinose, L-Arabinopyranose, L-Arabinofuranose)	Consumption (import) (-)	508	C00216	Johnsonella ignava	100	v12	679200	150.13	-2.5823	4.0	5.0
Johnsonella ignava	D-Fructose (Fructose)	Consumption (import) (-)	508	C00095	Johnsonella ignava	100	v12	679200	180.156	-3.2198	5.0	6.0
Johnsonella ignava	D-Glucose (Glucose)	Consumption (import) (-)	508	C00031	Johnsonella ignava	100	v12	679200	180.156	-3.2214	5.0	6.0
Johnsonella ignava	D-Mannitol (Mannitol)	Consumption (import) (-)	508	C00392	Johnsonella ignava	100	v12	679200	182.17200000000005	-3.5853999999999986	6.0	6.0
Johnsonella ignava	D-Mannose (Mannose)	Consumption (import) (-)	508	C00159	Johnsonella ignava	100	v12	679200	180.156	-3.2214	5.0	6.0
Johnsonella ignava	D-Ribose (Ribose)	Consumption (import) (-)	508	C00121	Johnsonella ignava	100	v12	679200	150.13	-2.5823	4.0	5.0
Johnsonella ignava	D-Sorbitol (D-Glucitol, Sorbitol, Glucitol, L-Sorbitol, Sorbitol)	Consumption (import) (-)	508	C00794	Johnsonella ignava	100	v12	679200	182.17200000000005	-3.5853999999999986	6.0	6.0
Johnsonella ignava	D-Xylose (Xylose)	Consumption (import) (-)	508	C00181	Johnsonella ignava	100	v12	679200	150.13	-2.5823	4.0	5.0
Johnsonella ignava	Erythritol	Consumption (import) (-)	508	C00503	Johnsonella ignava	100	v12	679200	122.12	-2.3071999999999995	4.0	4.0
Johnsonella ignava	Glycerol	Consumption (import) (-)	508	C00116	Johnsonella ignava	100	v12	679200	92.094	-1.6681	3.0	3.0
Johnsonella ignava	Inositol (myo-Inositol, Inositol 1-phosphate, Myo-inositol phosphate)	Consumption (import) (-)	508	C00137	Johnsonella ignava	100	v12	679200	180.156	-3.834600000000001	6.0	6.0
Johnsonella ignava	L-Rhamnose (Rhamnose, D-Rhamnose)	Consumption (import) (-)	508	C00507	Johnsonella ignava	100	v12	679200	164.15699999999998	-2.1938	4.0	5.0
Johnsonella ignava	Lactose	Consumption (import) (-)	508	C00243	Johnsonella ignava	100	v12	679200	342.2970000000001	-5.397199999999993	8.0	11.0
Johnsonella ignava	Maltose	Consumption (import) (-)	508	C00208	Johnsonella ignava	100	v12	679200	342.2970000000001	-5.397199999999993	8.0	11.0
Johnsonella ignava	Melibiose	Consumption (import) (-)	508	C05402	Johnsonella ignava	100	v12	679200	342.297	-5.397199999999993	8.0	11.0
Johnsonella ignava	Raffinose	Consumption (import) (-)	508	C00492	Johnsonella ignava	100	v12	679200	504.43800000000016	-7.571399999999989	11.0	16.0
Johnsonella ignava	Sucrose	Consumption (import) (-)	508	C00089	Johnsonella ignava	100	v12	679200	342.297	-5.395599999999992	8.0	11.0
Johnsonella ignava	Trehalose	Consumption (import) (-)	508	C01083	Johnsonella ignava	100	v12	679200	342.2970000000001	-5.397199999999993	8.0	11.0
Lachnobacterium bovis	L-Arginine (Arginine)	Consumption (import) (-)	509	C00062	Lachnobacterium bovis	100	v12	1122142	174.204	-1.338429999999999	5.0	3.0
Lactobacillus ingluviei	Cellobiose	Consumption (import) (-)	730	C00185	Lactobacillus ingluviei	100	v12	1203076	342.2970000000001	-5.397199999999993	8.0	11.0
Lactobacillus ingluviei	D-Galactose	Consumption (import) (-)	726, 730	C00124	Lactobacillus ingluviei	100	v12	1203076	180.156	-3.2214	5.0	6.0
Lactobacillus ingluviei	D-Gluconate (D-Gluconic acid, Gluconate)	Consumption (import) (-)	726	C00257	Lactobacillus ingluviei	100	v12	1203076	196.155	-3.493099999999999	6.0	6.0
Lactobacillus ingluviei	D-Mannitol (Mannitol)	Consumption (import) (-)	730	C00392	Lactobacillus ingluviei	100	v12	1203076	182.17200000000005	-3.5853999999999986	6.0	6.0
Lactobacillus ingluviei	D-Sorbitol (D-Glucitol, Sorbitol, Glucitol, L-Sorbitol, Sorbitol)	Consumption (import) (-)	730	C00794	Lactobacillus ingluviei	100	v12	1203076	182.17200000000005	-3.5853999999999986	6.0	6.0
Lactobacillus ingluviei	Erythritol	Consumption (import) (-)	726, 730	C00503	Lactobacillus ingluviei	100	v12	1203076	122.12	-2.3071999999999995	4.0	4.0
Lactobacillus ingluviei	Glycerol	Consumption (import) (-)	726, 730	C00116	Lactobacillus ingluviei	100	v12	1203076	92.094	-1.6681	3.0	3.0
Lactobacillus ingluviei	Inositol (myo-Inositol, Inositol 1-phosphate, Myo-inositol phosphate)	Consumption (import) (-)	726, 730	C00137	Lactobacillus ingluviei	100	v12	1203076	180.156	-3.834600000000001	6.0	6.0
Lactobacillus ingluviei	L-Rhamnose (Rhamnose, D-Rhamnose)	Consumption (import) (-)	730	C00507	Lactobacillus ingluviei	100	v12	1203076	164.15699999999998	-2.1938	4.0	5.0
Lactobacillus ingluviei	Lactose	Consumption (import) (-)	726, 730	C00243	Lactobacillus ingluviei	100	v12	1203076	342.2970000000001	-5.397199999999993	8.0	11.0
Lactobacillus ingluviei	Melibiose	Consumption (import) (-)	730	C05402	Lactobacillus ingluviei	100	v12	1203076	342.297	-5.397199999999993	8.0	11.0
Lactobacillus ingluviei	Trehalose	Consumption (import) (-)	730	C01083	Lactobacillus ingluviei	100	v12	1203076	342.2970000000001	-5.397199999999993	8.0	11.0
Lactobacillus ingluviei	Xylitol	Consumption (import) (-)	726, 730	C00379	Lactobacillus ingluviei	100	v12	1203076	152.14600000000002	-2.9462999999999995	5.0	5.0
Leptotrichia shahii	D-Mannose (Mannose)	Consumption (import) (-)	315	C00159	Leptotrichia shahii	100	v12	1122172	180.156	-3.2214	5.0	6.0
Leptotrichia shahii	Raffinose	Consumption (import) (-)	315	C00492	Leptotrichia shahii	100	v12	1122172	504.43800000000016	-7.571399999999989	11.0	16.0
Leptotrichia wadei	D-Mannose (Mannose)	Consumption (import) (-)	315	C00159	Leptotrichia wadei	100	v12	157687	180.156	-3.2214	5.0	6.0
Leptotrichia wadei	Raffinose	Consumption (import) (-)	315	C00492	Leptotrichia wadei	100	v12	157687	504.43800000000016	-7.571399999999989	11.0	16.0
Megamonas funiformis	Cellobiose	Consumption (import) (-)	320	C00185	Megamonas funiformis	100	v12	437897	342.2970000000001	-5.397199999999993	8.0	11.0
Megamonas funiformis	Glycerol	Consumption (import) (-)	320	C00116	Megamonas funiformis	100	v12	437897	92.094	-1.6681	3.0	3.0
Mycoplasma alkalescens	D-Glucose (Glucose)	Consumption (import) (-)	527	C00031	Mycoplasma alkalescens	100	v12	1188234	180.156	-3.2214	5.0	6.0
Mycoplasma alkalescens	Urea	Consumption (import) (-)	527	C00086	Mycoplasma alkalescens	100	v12	1188234	60.056	-0.9762000000000002	2.0	1.0
Mycoplasma arginini	D-Glucose (Glucose)	Consumption (import) (-)	528	C00031	Mycoplasma arginini	100	v12	2094	180.156	-3.2214	5.0	6.0
Mycoplasma auris	D-Glucose (Glucose)	Consumption (import) (-)	529	C00031	Mycoplasma auris	100	v12	1188233	180.156	-3.2214	5.0	6.0
Mycoplasma auris	D-Mannose (Mannose)	Consumption (import) (-)	529	C00159	Mycoplasma auris	100	v12	1188233	180.156	-3.2214	5.0	6.0
Mycoplasma auris	Urea	Consumption (import) (-)	529	C00086	Mycoplasma auris	100	v12	1188233	60.056	-0.9762000000000002	2.0	1.0
Mycoplasma columbinum	D-Glucose (Glucose)	Consumption (import) (-)	530	C00031	Mycoplasma columbinum	100	v12	1037410	180.156	-3.2214	5.0	6.0
